Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
SNH,Senior Housing Properties Trust,13.76,3271173744,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh,
SNHNI,Senior Housing Properties Trust,20.13,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni,
SNHNL,Senior Housing Properties Trust,23.8,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl,
AIHS,Senmiao Technology Limited,4.75,122927150,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs,
SRTS,"Sensus Healthcare, Inc.",5.84,79124390.48,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts,
SRTSW,"Sensus Healthcare, Inc.",1.14,0,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw,
STNL,Sentinel Energy Services Inc.,10,100189890,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl,
STNLU,Sentinel Energy Services Inc.,10.35,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu,
STNLW,Sentinel Energy Services Inc.,0.96,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw,
SQBG,"Sequential Brands Group, Inc.",0.96,61713877.44,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg,
MCRB,"Seres Therapeutics, Inc.",8.35,341146840.15,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb,
SREV,"ServiceSource International, Inc.",1.32,122392523.88,n/a,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev,
SFBS,"ServisFirst Bancshares, Inc.",39.37,2093095538.21,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs,
SESN,"Sesen Bio, Inc.",1.73,133999191.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn,
SVBI,Severn Bancorp Inc,9.05,114889080.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi,
SGBX,"SG Blocks, Inc.",3.27,13930334.07,n/a,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx,
SGOC,"SGOCO Group, Ltd",0.932,23154635.96,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc,
SEII,Sharing Economy International Inc.,1.39,10477715.75,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/seii,
SMED,Sharps Compliance Corp.,3.35,53874770.35,n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed,
SHSP,"SharpSpring, Inc.",12.56,106923367.92,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp,
SHEN,Shenandoah Telecommunications Co,49.96,2475950803.48,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen,
PIXY,"ShiftPixy, Inc.",2.77,79919449.99,n/a,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy,
SHLO,"Shiloh Industries, Inc.",7.97,186486563.05,n/a,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo,
TYHT,"Shineco, Inc.",0.7035,16090291.602,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht,
SHPG,Shire plc,175.58,13228939552.24,75344228,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/shpg,
SCVL,"Shoe Carnival, Inc.",37.93,610259487.14,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl,
SHBI,Shore Bancshares Inc,16,203991952,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi,
SSTI,"ShotSpotter, Inc.",38.09,412200343.23,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti,
SFLY,"Shutterfly, Inc.",49.99,1679887555.28,n/a,2006,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly,
SIFI,"SI Financial Group, Inc.",13.61,163765509.74,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi,
SIBN,"SI-BONE, Inc.",17.96,1209923155.64,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn,
SIEB,Siebert Financial Corp.,12.91,350599297.08,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb,
SNNA,"Sienna Biopharmaceuticals, Inc.",10.11,213726421.11,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna,
SIEN,"Sientra, Inc.",17,486188423,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien,
BSRR,Sierra Bancorp,28.4,433471472,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr,
SRRA,"Sierra Oncology, Inc.",1.63,121216522.95,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra,
SWIR,"Sierra Wireless, Inc.",16.06,578929803.98,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir,
SIFY,Sify Technologies Limited,1.289,32865549.215,25496935,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify,
SIGA,SIGA Technologies Inc.,6.24,493958761.92,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga,
SGLB,"Sigma Labs, Inc.",1.51,13137308.04,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb,
SGLBW,"Sigma Labs, Inc.",0.43,0,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw,
SGMA,"SigmaTron International, Inc.",4.11,17385332.88,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma,
SBNY,Signature Bank,123.33,6583577394,n/a,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny,
SBNYW,Signature Bank,91.9,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbnyw,
SLGN,Silgan Holdings Inc.,25.75,2848410822,n/a,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn,
SILC,Silicom Ltd,37.36,282128411.12,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc,
SLAB,"Silicon Laboratories, Inc.",88.37,3813023577.78,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab,
SIMO,Silicon Motion Technology Corporation,35.87,1292769721.92,36040416,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo,
SAMG,Silvercrest Asset Management Group Inc.,13.97,184551690.84,n/a,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg,
SSNT,"SilverSun Technologies, Inc.",2.65,11929650.75,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt,
SFNC,Simmons First National Corporation,29.4,2713270551.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc,
SLP,"Simulations Plus, Inc.",19.82,345268304.54,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp,
SINA,Sina Corporation,64.77,4629142212.36,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina,
SBGI,"Sinclair Broadcast Group, Inc.",31.45,3059163011.8,n/a,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi,
SINO,"Sino-Global Shipping America, Ltd.",1.04,14118556.4,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino,
SVA,"Sinovac Biotech, Ltd.",7.44,529142925.84,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva,
SINT,"SiNtx Technologies, Inc.",0.25,5448410.25,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint,
SG,"Sirius International Insurance Group, Ltd.",16.75,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg,
SIRI,Sirius XM Holdings Inc.,6.23,27671470260.91,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri,
SITO,"SITO Mobile, Ltd.",1.1,27981289.6,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito,
SKYS,"Sky Solar Holdings, Ltd.",0.619,8876009.987,14339273,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys,
SKYW,"SkyWest, Inc.",57.68,2993323384.24,n/a,1986,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw,
SWKS,"Skyworks Solutions, Inc.",72.77,12919003276.15,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks,
SNBR,Sleep Number Corporation,38.34,1273501440,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr,
SLM,SLM Corporation,10.27,4474243132.58,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm,
SLMBP,SLM Corporation,65.8,263200000,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp,
SMSH,Smaaash Entertainment Inc.,3.33,7501634.19,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/smsh,
SMSHW,Smaaash Entertainment Inc.,0.2099,0,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/smshw,
SGH,"SMART Global Holdings, Inc.",34.29,775144240.92,n/a,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh,
SND,"Smart Sand, Inc.",3.26,135628443.42,n/a,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd,
SMBK,"SmartFinancial, Inc.",20.65,262349597.65,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk,
SMSI,"Smith Micro Software, Inc.",2.17,61339203.38,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi,
SMTX,SMTC Corporation,3.59,82861788.02,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx,
SRAX,"Social Reality, Inc.",3.03,30703989.9,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/srax,
SCKT,"Socket Mobile, Inc.",1.85,10883751.65,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt,
SODA,SodaStream International Ltd.,143.65,3262721731.75,n/a,2010,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/soda,
SOHU,Sohu.com Limited ,20.85,824263842.3,39533038,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu,
SLRC,Solar Capital Ltd.,21.19,895506902.94,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/slrc,
SUNS,Solar Senior Capital Ltd.,15.6,250231566,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/suns,
SEDG,"SolarEdge Technologies, Inc.",38.93,1781108425.45,n/a,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg,
SLNO,"Soleno Therapeutics, Inc.",1.93,41370015.13,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno,
SLNOW,"Soleno Therapeutics, Inc.",0.14,0,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow,
SLGL,Sol-Gel Technologies Ltd.,6.67,126396286.56,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl,
SLDB,Solid Biosciences Inc.,31.18,1104784102.8,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb,
SNGX,"Soligenix, Inc.",1.11,19627951.29,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx,
SNGXW,"Soligenix, Inc.",0.2849,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngxw,
SONC,Sonic Corp.,43.45,1550825655.5,n/a,1991,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sonc,
SOFO,"Sonic Foundry, Inc.",1.35,6637766.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sofo,
SNOA,"Sonoma Pharmaceuticals, Inc.",0.8055,8986990.0815,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa,
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.018,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoaw,
SONO,"Sonos, Inc.",12.28,1228403766.4,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sono,
SPHS,"Sophiris Bio, Inc.",1.99,59921194.47,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sphs,
SORL,"SORL Auto Parts, Inc.",2.73,52702434.33,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl,
SRNE,"Sorrento Therapeutics, Inc.",3.46,423066195.82,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne,
SOHO,Sotherly Hotels Inc.,6.81,96765864.18,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho,
SOHOB,Sotherly Hotels Inc.,24.604,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob,
SOHOO,Sotherly Hotels Inc.,24.98,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohoo,
SOHOK,Sotherly Hotels LP,25.532,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohok,
SFBC,"Sound Financial Bancorp, Inc.",34.5,87623583,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc,
SSB,South State Corporation,72.56,2672384945.12,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb,
SFST,"Southern First Bancshares, Inc.",37.74,280244861.28,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfst,
SMBC,"Southern Missouri Bancorp, Inc.",36.33,326845896.72,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/smbc,
SONA,"Southern National Bancorp of Virginia, Inc.",15.86,381408464.58,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sona,
SBSI,"Southside Bancshares, Inc.",34.13,1197600266.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi,
SP,SP Plus Corporation,30.31,689262797.02,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp,
SGRP,"SPAR Group, Inc.",0.7527,15549215.6313,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp,
SPKE,"Spark Energy, Inc.",9.09,317048637.42,n/a,2014,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spke,
SPKEP,"Spark Energy, Inc.",22.2376,0,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep,
ONCE,"Spark Therapeutics, Inc.",42.13,1590286039.21,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once,
SPAR,"Spartan Motors, Inc.",8.05,283159579.15,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/spar,
SPTN,SpartanNash Company,18.75,673871943.75,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/sptn,
DWFI,SPDR Series Trust,22.6494,128535345,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwfi,
SPPI,"Spectrum Pharmaceuticals, Inc.",14.46,1545967648.32,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi,
SPRO,"Spero Therapeutics, Inc.",8.18,148773651.84,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro,
ANY,Sphere 3D Corp.,5.26,10163540.32,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any,
SPEX,Spherix Incorporated,0.8305,7094571.165,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex,
SPI,"SPI Energy Co., Ltd.",1.697,123044.379,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi,
SAVE,"Spirit Airlines, Inc.",64.12,4377120573.56,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,
STXB,"Spirit of Texas Bancshares, Inc.",20.3,198685214.7,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/stxb,
SPLK,Splunk Inc.,111.73,16382499516.7,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk,
SPOK,"Spok Holdings, Inc.",14.57,283474881.62,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok,
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",4.5,193222062,n/a,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh,
SBPH,"Spring Bank Pharmaceuticals, Inc.",11.24,148200434.08,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph,
FUND,"Sprott Focus Trust, Inc.",6.73,175145807.01,n/a,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund,
SFM,"Sprouts Farmers Market, Inc.",23.02,2937440304.72,n/a,2013,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm,
SPSC,"SPS Commerce, Inc.",85.23,1505555903.52,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc,
SSNC,"SS&C Technologies Holdings, Inc.",48.15,12055891951.8,n/a,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc,
SSLJ,SSLJ.com Limited,0.57,25080000,n/a,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj,
SSRM,SSR Mining Inc.,10.64,1279280726.64,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm,
STAA,STAAR Surgical Company,38.01,1677438657.09,n/a,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa,
STAF,"Staffing 360 Solutions, Inc.",1.54,7723127.72,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/staf,
STMP,Stamps.com Inc.,171.46,3103773720.88,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp,
STND,Standard AVB Financial Corp.,29.57,141844214.72,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stnd,
SBLK,Star Bulk Carriers Corp.,9.57,883846221.39,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk,
SBLKZ,Star Bulk Carriers Corp.,24.99,0,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblkz,
SBUX,Starbucks Corporation,66.72,82772832000,n/a,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux,
STFC,State Auto Financial Corporation,35,1507424380,n/a,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc,
STBZ,State Bank Financial Corporation.,24.1,942177715.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stbz,
GASS,"StealthGas, Inc.",3.5,139511970.5,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass,
STCN,"Steel Connect, Inc.",1.67,101434297,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn,
STLD,"Steel Dynamics, Inc.",35.2,8080238355.2,n/a,1996,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld,
SMRT,"Stein Mart, Inc.",1.36,65141372.48,n/a,1992,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/smrt,
STLR,Stellar Acquisition III Inc.,10.05,28315754.4,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/stlr,
STLRU,Stellar Acquisition III Inc.,10.5,0,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/stlru,
STLRW,Stellar Acquisition III Inc.,0.15,0,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/stlrw,
SBOT,"Stellar Biotechnologies, Inc.",1.12,5970400.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbot,
STML,"Stemline Therapeutics, Inc.",10.99,349489627.06,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml,
SRCL,"Stericycle, Inc.",48.07,4354894679.85,n/a,1996,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srcl,
SBT,"Sterling Bancorp, Inc.",8.43,446893545.69,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sbt,
STRL,Sterling Construction Company Inc,12.87,348369703.11,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl,
SHOO,"Steven Madden, Ltd.",32.23,2818663047.2,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/shoo,
SSFN,Stewardship Financial Corp,9.8,85028426,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn,
SFIX,"Stitch Fix, Inc.",27.33,2716834059.03,n/a,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/sfix,
SYBT,"Stock Yards Bancorp, Inc.",31.35,713129171.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt,
BANX,StoneCastle Financial Corp,20.7499,135875366.6758,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banx,
STNE,StoneCo Ltd.,23.57,6530613650.53,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/stne,
SSKN,"Strata Skin Sciences, Inc.",3.11,93122997.46,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn,
SSYS,"Stratasys, Ltd.",21.39,1150995900,n/a,1994,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys,
STRA,"Strategic Education, Inc.",136.49,2963100309.65,n/a,1996,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stra,
HNDL,Strategy Shares,22.9046,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hndl,
STRT,Strattec Security Corporation,30.54,114169422.78,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt,
STRS,Stratus Properties Inc.,27.16,221445529.2,n/a,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs,
STRM,"Streamline Health Solutions, Inc.",0.8339,16706724.5194,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/strm,
SBBP,Strongbridge Biopharma plc,5.22,246305950.56,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp,
SUMR,"Summer Infant, Inc.",1.01,18956705.15,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr,
SMMF,"Summit Financial Group, Inc.",21.04,262375827.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf,
SSBI,Summit State Bank,11.83,71766399.25,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/ssbi,
SMMT,Summit Therapeutics plc,1.3,8990109.7,6915469,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt,
WISA,"Summit Wireless Technologies, Inc.",4.4,67611838.8,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/wisa,
SNHY,Sun Hydraulics Corporation,41.68,1332408317.6,n/a,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy,
SNDE,Sundance Energy Australia Limited,3.74,5523490.06,1476869,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde,
SNSS,"Sunesis Pharmaceuticals, Inc.",0.9023,33765427.5707,n/a,2005,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss,
STKL,"SunOpta, Inc.",4.71,410659572.99,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl,
SPWR,SunPower Corporation,6.85,966432421.25,n/a,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr,
RUN,Sunrun Inc.,14.65,1638638040.9,n/a,2015,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run,
SUNW,"Sunworks, Inc.",0.386,10073395.294,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw,
SPCB,"SuperCom, Ltd.",1.53,22886258.67,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb,
SCON,Superconductor Technologies Inc.,1.67,5461917.03,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon,
SGC,"Superior Group of Companies, Inc.",18.38,281426123.58,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sgc,
SUPN,"Supernus Pharmaceuticals, Inc.",47.42,2478027556.46,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/supn,
SPRT,"support.com, Inc.",2.69,50876865.77,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/sprt,
SURF,"Surface Oncology, Inc.",8.08,223668329.92,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/surf,
SGRY,"Surgery Partners, Inc.",14.35,701593312,n/a,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry,
SRDX,"Surmodics, Inc.",60.59,808972959.28,n/a,1998,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srdx,
STRO,"Sutro Biopharma, Inc.",10.49,239677450.16,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/stro,
SIVB,SVB Financial Group,254.81,13568850107.74,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb,
SVMK,SVMK Inc.,14.28,0,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk,
SYKE,"Sykes Enterprises, Incorporated",27.62,1181622240.38,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/syke,
SYMC,Symantec Corporation,22.11,14125823386.29,n/a,1989,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc,
SYNC,"Synacor, Inc.",1.78,69420539.34,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync,
SYNL,Synalloy Corporation,16.11,142911616.68,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/synl,
SYNA,Synaptics Incorporated,38.46,1331435202,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna,
